uri	plot
http://www.wikidata.org/entity/Q18198599	During a shootout in a saloon, Sheriff Hunt injures a suspicious stranger. The doctor's assistant, wife of the local foreman, tends to him in prison. That night, the town is attacked and they both disappear—only the arrow of a cannibal tribe is found. Hunt and a few of his men go in search of the prisoner and the foreman's wife.
http://www.wikidata.org/entity/Q695982	A handsome Belgian sailor on shore leave in the port of Brest, who is also a drug smuggler and murderer, embarks upon a voyage of highly charged and violent homosexual self-discovery that will change him forever from the man he once was.
http://www.wikidata.org/entity/Q463768	Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.
http://www.wikidata.org/entity/Q1135349	At a prestigious all-male university, three friends seek love outside of the school grounds; at the same time, a newly-hired music teacher seeks to befriend and loosen up the militantly strict headmaster.
http://www.wikidata.org/entity/Q26821450	Daisy and Viola are siamese twin sisters on the verge of turning 18 living in the suburbs of Naples. They are blessed with beautiful voices and thanks to their performances at weddings, communions and baptisms, they get the livelihood for the whole family. Kept isolated from the rest of the world by their own father who just exploits them in order to make money, their life turns upside-down when one of them falls in love for the first time and they discover that they can be separated.
http://www.wikidata.org/entity/Q153723	"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers."
http://www.wikidata.org/entity/Q1005620	Juju, a drunken oaf who feels the need of being important to someone---anyone---and his friend The Artist are forced at gunpoint to house a fugitive, Pierre Barbier, in Juju's broken-down home. The urge for being needed is such in Juju that he gives up drinking and takes care of Pierre. But one day Juju finds out that Pierre has been making love to his girl Maria...
http://www.wikidata.org/entity/Q1334572	A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.
http://www.wikidata.org/entity/Q85854737	Simone Veil's life story through the pivotal events of Twentieth Century. Her childhood, her political battles, her tragedies. An intimate and epic portrait of an extraordinary woman who eminently challenged and transformed her era defending a humanist message still keenly relevant today.
http://www.wikidata.org/entity/Q671116	An Italian immigrant tries to make a new life in Switzerland, taking on a series of increasingly menial jobs in order to do it. He attempts to fit into his new home and society but fails at every turn. Unable to go home again, will his tenacity and optimism be enough to live on?
http://www.wikidata.org/entity/Q70842752	The story of Michelle Payne, the first female jockey to win the Melbourne Cup.
http://www.wikidata.org/entity/Q5778001	It's 1994 in Mexico, the nation was witnessing a turbulent year since its beginnings. An indigenous rebellion shakes the country. Three months later, the ruling party's presidential candidate is brutally murdered during a rally in Tijuana. The country is concerned. Nobody knows who's behind this event, it all points to a conspiracy. Andrés Vázquez, an intelligence expert, is commissioned to lead a secret investigation parallel to the official government issued one. But another expert agent, el Seco, has received orders to wipe out all witnesses and get rid of the evidence surrounding the candidate's murder. As Andrés begins putting the pieces of this intricate puzzle together and comes closer to the truth, he realizes he's also putting his life and that of his loved ones in peril.
http://www.wikidata.org/entity/Q385309	Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he has to find out what top terrorist, Rocco, has planned for when he escapes. Adding to his problems, Frank's wife, Jane, is desperate for a baby.
http://www.wikidata.org/entity/Q111671358	Years into a benevolent alien occupation, mankind is still adjusting to its new overlords. Their technology initially held promise for global prosperity, but rendered most human jobs – and steady income – obsolete. When two teenagers discover the aliens are fascinated with human love and will pay for access to it, they decide to livestream their romance to make extra cash for their families.
http://www.wikidata.org/entity/Q473628	When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.
http://www.wikidata.org/entity/Q936477	Davey Gordon, a New York City boxer at the end of his career, falls for dancer Gloria Price. However, their budding relationship is interrupted by Gloria's violent boss, Vincent Rapallo, who has eyes for Gloria. The two decide to skip town, but before they can, Vincent and his thugs abduct Gloria, and Davey is forced to search for her among the most squalid corners of the city, with his enemy hiding in the shadows.
http://www.wikidata.org/entity/Q1049417	John Reilly discovers that his family's newly inherited castle in Italy is haunted by a relentless, bloodthirsty creature.
http://www.wikidata.org/entity/Q68378005	"Outrageous, misogynistic and vulgar-to-the-max comedian Andrew Dice Clay does his stuff in this combination stand-up concert video and series of comedy sketches. The sketches, demonstrating that The Dice Man used to be a klutzy wimp, begin the film which then jumps into a filled-to-capacity performance at Madison Square Gardens. The film contains strong profanity, blatant racist remarks, graphic references to sex and other ""adult"" subjects."
http://www.wikidata.org/entity/Q762877	Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.
http://www.wikidata.org/entity/Q1755950	Thirty years after a murder on the night of Avalon Bay's graduation dance, the sleepy town's teens meet grisly ends at the hands of a prowler once thought to be a jilted soldier home from war.
http://www.wikidata.org/entity/Q535395	Frank Cross is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life. But after firing a staff member on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.
http://www.wikidata.org/entity/Q1084074	When Champion City's hero Captain Amazing is kidnapped by the recently paroled supervillain Casanova Frankenstein, a trio of average, everyday superheroes -- Mr. Furious, the Shoveler and the Blue Raja -- assemble a new super team to save him.
http://www.wikidata.org/entity/Q1687008	A mysterious girl inspires a struggling artist.
http://www.wikidata.org/entity/Q28234	An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France. Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.
http://www.wikidata.org/entity/Q726294	In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band, Stillwater.
http://www.wikidata.org/entity/Q1123463	Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.
http://www.wikidata.org/entity/Q584824	When his first stage show fails, songwriter Cole Porter goes off to fight in WWI until, injured, he lands in a hospital. He impresses nurse Linda Lee with his creativity, but their budding romance must wait as Cole heads home. Back in New York, he mounts a series of popular shows, and when his work brings him back to Europe, he eventually marries Linda. But success doesn't spare him from marital complications or bad news about a beloved relative.
http://www.wikidata.org/entity/Q4887177	The story of Lena, the light-skinned daughter of an Aboriginal mother and Irish father and Vaughn, a Murri boy doing time in a minimum security prison in North West NSW. Dramatic events throw them together on a journey with no money and no transport. To Lena, Vaughn represents the life she is running away from. To Vaughn, Lena embodies the society that has rejected him. And for a very short amount of time, they experience a rare true happiness together.
http://www.wikidata.org/entity/Q841887	Inspector “Flatfoot” Rizzo investigates crime and corruption in Naples.
http://www.wikidata.org/entity/Q3281230	Two physicians, one old and one young, fall in love with the same woman, Juliette, a quixotic hairdresser. First, she is with Raoul, the older one; then passion for Clément, the younger doctor, takes over. Raoul fights back, playing on Clément's guilt and Juliette's lack of self-assurance; then, Clément makes his case to Juliette, abandons his fiancée, and takes her to the provinces where he sets up practice and asks her to have a baby. She panics and abruptly leaves Clément, taking up with Raoul again. When she contracts Hodgkin's disease and the treatment does no good, Raoul believes she has the malady of love. Is there a cure?
http://www.wikidata.org/entity/Q2247470	Snow White's mother, the Queen dies when she is born. Her father, the King, remarries a beautiful but vain lady. The new Queen has a magic mirror that she asks every day, who is the fairest one of all? When it answers Snow White, the Queen is furious. Will handsome Prince Charming and the Seven Dwarfs be able to save Snow White from the wicked Queen's wrath?
http://www.wikidata.org/entity/Q7168620	A newlywed couple on their honeymoon visit friends who are having marital problems of their own.
http://www.wikidata.org/entity/Q603263	The murder of her father sends a teenage tomboy on a mission of 'justice', which involves avenging her father's death. She recruits a tough old marshal, 'Rooster' Cogburn because he has 'true grit', and a reputation of getting the job done.
http://www.wikidata.org/entity/Q3256525	Married couple Jock & Nora are visiting the town of Litan during Litan's Day, with its carnivalesque atmosphere. When Nora wakes that morning from dreaming the bizarre death of her husband, she sets out across town to find him and warn him. But as she does, she encounters stranger and stranger people and events erupting into a frenzy in front of her. Now, she and Jock must elude all of the impediments in their way of reaching safety on the outskirts of town.
http://www.wikidata.org/entity/Q301049	After discovering her father put their house up for his bail bond and then disappeared, 17-year-old Ree Dolly must confront the local criminal underworld and the harsh Ozark wilderness in order to to track down her father and save her family.
http://www.wikidata.org/entity/Q7762803	Post-war provincial Iceland: around 1950, Freyja, who'd been a plump teen, returns from America, a widow with a 20-inch waist, seven suitcases of dresses, and a list of who ever wronged or slighted her. She moves in with an aunt and socialist uncle: finding a new husband is high on her agenda, and she's mistrusted by Agga, a pre-teen who's our eyes and ears. The social order and Freyja are more complicated than they seem at first, and so may be her prospects. Class divisions, families ties, pride, the onset of puberty, and the power of Eros sliver the ice.
http://www.wikidata.org/entity/Q5479580	Episodic study of feelings where six stories intertwine over one Saturday in a small town. Two boys save a young woman, Anni, and her baby from suicide by drowning. Esa, a down-on-his-luck musician in need of a loan, arrives to his father's 60th birthday party. Waitress Leena tries to stir up a romance between her co-workers at a pizza parlor. Middle-aged Ilpo comes home early from the paper mill and finds a strange man in their bedroom. Old Milja waits for her daughter Merja at the hospital where she is visiting her terminally ill husband Henri. Teenage Santeri tries to cope with his homosexuality.
http://www.wikidata.org/entity/Q319061	The story of journalist Edward R. Murrow's stand against Senator Joseph McCarthy's anti-communist witch-hunts in the early 1950s.
http://www.wikidata.org/entity/Q579757	After years of war, the Federation and the Klingon empire find themselves on the brink of a peace summit when a Klingon ship is nearly destroyed by an apparent attack from the Enterprise. Both worlds brace for what may be their deadliest encounter.
http://www.wikidata.org/entity/Q1897128	The young Austrian princess Marie Antoinette is arranged to marry Louis XVI, future king of France, in a politically advantageous marriage for the rival countries. The opulent Marie indulges in various whims and flirtations. When Louis XV passes and Louis XVI ascends the French throne, his queen's extravagant lifestyle earns the hatred of the French people, who despise her Austrian heritage.
http://www.wikidata.org/entity/Q100324181	A fictionalized biopic of Aline Dieu, a multitalented singer from a musically inclined family.
http://www.wikidata.org/entity/Q6944928	Sandy Wilcox is a pre-teen girl in rural 1950s British Columbia whose longing to be treated as an adult is roused even further when her older American cousin, Butch Walker, comes for a visit.
http://www.wikidata.org/entity/Q1509291	Sadie looks up to her older sister Georgia, a successful folk singer. Unfortunately it is this very obsession — coupled with her self-destructive tendencies and rampant drug abuse — that keeps her spiraling down the drain.
http://www.wikidata.org/entity/Q260008	Based on Victor Hugo's famed novel, the story of Quasimodo, the deformed bell ringer of Notre Dame, and his unrequited love for the gypsy girl, Esmeralda.
http://www.wikidata.org/entity/Q2924761	Brewster is an owlish, intellectual boy who lives in a fallout shelter of the Houston Astrodome. He has a dream: to take flight within the confines of the stadium. Brewster tells those he trusts of his dream, but displays a unique way of treating others who do not fit within his plans.
http://www.wikidata.org/entity/Q7637436	In this drama, a still-young grandmother has a suitor whose son is suffering from an incurable illness. The woman knows that the son has fallen in love with her granddaughter, but the granddaughter does not reciprocate his feelings. Convinced she should do something about that situation, grandmother talks her granddaughter into going on a trip to Paris with the young man -- intent on bringing the two together. But this simple plan, it turns out, has unforeseen consequences
http://www.wikidata.org/entity/Q1544936	When one of his patients is found murdered, psychiatrist Dr. Sam Rice is visited by the investigating officer but refuses to give up any information. He's then visited by the patient's mistress, Brooke Reynolds, whom he quickly falls for despite her being a likely murder suspect. As the police pressure on him intensifies, Rice decides to attempt solving the case on his own and soon discovers that someone is trying to kill him as well.
http://www.wikidata.org/entity/Q1545331	When a princess is shrunken by an evil wizard, Sinbad must undertake a quest to an island of monsters to cure her and prevent a war.
http://www.wikidata.org/entity/Q5576354	"A retelling of William Shakespeare's ""Romeo and Juliet"", the film revolves around the rivalry between two families, the Anjooran and Anappara houses, and the consequences faced when two members of the families fall in love."
http://www.wikidata.org/entity/Q180695	"Celeste Talbert is the star of the long-running soap opera ""The Sun Also Sets."" With the show's ratings down, Celeste's ruthlessly ambitious co-star, Montana Moorehead, and the show's arrogant producer, David Seton Barnes, plot to aggravate her into leaving the show by bringing back her old flame, Jeffrey Anderson, and hiring her beautiful young niece, Lori Craven."
http://www.wikidata.org/entity/Q217552	After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.
http://www.wikidata.org/entity/Q1295269	When the bride's mother is supposedly swindled out of her money by a spurned suitor, the groom's father orchestrates a scheme of his own to set things right. He is aided by a cabaret singer, while placating a jealous wife.
http://www.wikidata.org/entity/Q7781395	Sreekrishnan unknowingly falls in love with the woman his best friend, Manikyan, loves. Though Sreekrishnan tries his best to woo her, she resists, leading to a battle that ensues between the friends.
http://www.wikidata.org/entity/Q571512	"Based on the research for his non-fiction book ""Der Baader-Meinhoff-Komplex"", ""Spiegel"" journalist Stefan Aust wrote the screen play to Reinhard Hauff’s controversial feature film that re-narrates the startling trial against the RAF terrorists Baader, Meinhoff, Ensslin, and Raspe. The trial that started in May 1975 in the Stammheim maximum-security prison extended over 192 days and ended with a lifetime sentence for all defendants."
http://www.wikidata.org/entity/Q1446749	Scandinavia, 1,000 AD. For years, One Eye, a mute warrior of supernatural strength, has been held prisoner by the Norse chieftain Barde. Aided by Are, a boy slave, One Eye slays his captor and together he and Are escape, beginning a journey into the heart of darkness. On their flight, One Eye and Are board a Viking vessel, but the ship is soon engulfed by an endless fog that clears only as the crew sights an unknown land. As the new world reveals its secrets and the Vikings confront their terrible and bloody fate, One Eye discovers his true self.
http://www.wikidata.org/entity/Q4198355	In a 1940s New York, two Jewish teenage boys are determined to remain friends despite the deep differences between their two families.
http://www.wikidata.org/entity/Q4024066	A young journalist buys a used typewriter and notices some text still legible on the ribbon; he reconstructs the story of a scientist who discovered that some types of terrain have the power to revive the dead.
http://www.wikidata.org/entity/Q1111228	A color-blind psychiatrist is stalked by an unknown killer after taking over his murdered friend's therapy group and becomes embroiled in an intense affair with a mysterious woman who may be connected to the crime.
http://www.wikidata.org/entity/Q705247	Don Sallust is the minister of the King of Spain. Being disingenuous, hypocritical, greedy and collecting the taxes for himself, he is hated by the people he oppresses. Accused by The Queen, a beautiful princess Bavarian, of having an illegitimate child to one of her maids of honor, he was stripped of his duties and ordered to retire to a monastery.
http://www.wikidata.org/entity/Q3211405	"In 1915 France, Major Brand commands the 39th Squadron of the Royal Flying Corps. The young airmen go up in bullet-riddled ""crates"" and the casualty rate is appalling, but Brand can't make the ""brass hats"" at headquarters see reason. Insubordinate air ace Captain Courtney is another thorn in Brand's side...but finds the smile wiped from his face when he rises to command the squadron himself. Everyone keeps a stiff upper lip."
http://www.wikidata.org/entity/Q478212	Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope.
http://www.wikidata.org/entity/Q635167	The Laurel & Hardy Moving Co. have a challenging job on their hands (and backs): hauling a player piano up a monumental flight of stairs to Prof. von Schwarzenhoffen's house. Their task is complicated by a sassy nursemaid and, unbeknownst to them, the impatient Prof. von Schwarzenhoffen himself. But the biggest problem is the force of gravity, which repeatedly pulls the piano back down to the bottom of the stairs.
http://www.wikidata.org/entity/Q3624018	"It is the word ""horde"" that had meant, for many countries and nations, bloody raids and being under humilating contribution for centuries - a strange and scary world with its own rules and customs. To be or not to be for Rus (Ruthenia), that is the price of the one-man mission as he is departing to this world to accomplish a feat. The film tells the story of how Saint Alexius, the Metropolitan of Moscow and Wonderworker of All Russia, healed the Tatar Queen Taidula, Jani-Beg's mother, from blindness, in 1357."
http://www.wikidata.org/entity/Q651982	When elderly pensioner Umberto Domenico Ferrari returns to his boarding house from a protest calling for a hike in old-age pensions, his landlady demands her 15,000-lire rent by the end of the month or he and his small dog will be turned out onto the street. Unable to get the money in time, Umberto fakes illness to get sent to a hospital, giving his beloved dog to the landlady's pregnant and abandoned maid for temporary safekeeping.
http://www.wikidata.org/entity/Q19787902	When John returns home to his father after serving time in prison, he is looking forward to starting his life afresh. However, in the local community his crime is neither forgotten nor forgiven.
http://www.wikidata.org/entity/Q4526234	Smith, a mob informer hiding out with the Witness Protection Program, decides to make a break for it and hide out in the Arizona desert. The Feds catch up with him and rescue him just before a group of hitmen can manage to silence him for good. In the course of getting Smith away from the mafia thugs, the pair of agents assigned to protect him turn onto an abandoned stretch of highway nicknamed 'Route 666' after the mysterious death of a prison chain gang. As the three continue on their way, they soon discover just what happened to the chain gang, and how the highway earned its name.
http://www.wikidata.org/entity/Q2930335	A successful but stressed mathematics professor goes to her father's wedding and falls in love with her father's bride's son, a prematurely retired pro baseball player. She must choose between him and her current boyfriend, between Chicago and New York, and between research and administration.
http://www.wikidata.org/entity/Q4473653	Crossroad Street is a small street just 800 metres long on the outskirts of the Latvian capital, Riga. Its various inhabitants, each with his or her own destiny, daily life and relationships with the neighbours, form a microcosm of the country during the time of the Awakening. The genuine interest of the film's creators in the so-called average person earned a number of international awards, including a European Film Award for best documentary in 1989.
http://www.wikidata.org/entity/Q52161461	Claire Adams as a girl forced to marry the man she suspects killed her father. When she refuses, she is virtually kept a prisoner along with kid-brother Frankie Lee until a handsome stranger (Jack Conway) rescues them.
http://www.wikidata.org/entity/Q139078	Anthropology student Daria, who's helping a property developer build a village in the Los Angeles desert, and dropout Mark, who's wanted by the authorities for allegedly killing a policeman during a student riot, accidentally encounter each other in Death Valley and soon begin an unrestrained romance.
http://www.wikidata.org/entity/Q11786533	Karan who is weak in his studies but good at music and masti which always results in fighting with his father, but his life changes when he sees the girl of his dreams. Everywhere he sees her he follows her but one day he goes out of town to find her but couldn't. Later his father sents him to another city but his car breaks down and takes lift and finds it's the same girl whos name is Pooja.
http://www.wikidata.org/entity/Q21998256	A Bedouin village in Northern Israel. When Jalila's husband marries a second woman, Jalila and her daughter's world is shattered, and the women are torn between their commitment to the patriarchal rules and being true to themselves.
http://www.wikidata.org/entity/Q1964614	Five friends from 'Maaskantje' are getting fired because of the economic crisis. They decide that they won't pay for anything anymore.
http://www.wikidata.org/entity/Q609936	An adaptation of Angela Carter's fairy tales. Young Rosaleen dreams of a village in the dark woods, where Granny tells her cautionary tales in which innocent maidens are tempted by wolves who are hairy on the inside. As Rosaleen grows into womanhood, will the wolves come for her too?
http://www.wikidata.org/entity/Q544780	The Popes are a family who haven't been able to use their real identity for years. In the late sixties, the parents set a weapons lab afire in an effort to hinder the government's Vietnam war campaign. Ever since then, the Popes have been on the run with the authorities never far behind. Their survival is threatened when their eldest son falls in love with a girl, and announces his wish to live his life on his own terms.
http://www.wikidata.org/entity/Q16530861	Looking for a baby-sitter for the night, Marc Schaudel entrusts his son Remy to the care of his employee Franck, a straight man. But the thing that Marc doesn't know, is that Franck is getting 30 years old this weekend and that his son Remy is a very capricious child. The next day, Marc and his wife Claire are awakened by a call from the police. Remy and Franck are missing, and the house is totally devastated. The police finds a camera in the leftovers. Marc, Claire and the police start watching the video that has been recorded the day before during the night and find out what happened to Franck and Remy.
http://www.wikidata.org/entity/Q3226767	Captain Ralls fights Dutch shipping magnate Mayrant Sidneye for the woman he loves, Angelique Desaix, and for a fortune in gold aboard the Red Witch.
http://www.wikidata.org/entity/Q874078	A successful, womanizing middle-aged man decides to move out of the house he shares with his wife after she confesses to having an affair. He looks for a new place to live and ends up moving into his wife's lover's apartment as a roommate. The husband begins to take an interest in the artistic work of the lover and coaches him for a big job interview. Little does he know that the job he's helping the lover to get is within his own company... A story about strange circumstances and the limits of friendship.
http://www.wikidata.org/entity/Q1128756	A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.
http://www.wikidata.org/entity/Q1754564	"When the students of Angel Beach High decide to stage ""An Evening With Shakespeare,"" their efforts are threatened by Miss Balbricker, who views the works of Shakespeare as obscene. She enlists the help of Reverend Bubba Flavel, a religious fanatic who brings along his flock of followers to pressure the school into shutting down the production."
http://www.wikidata.org/entity/Q322139	The little nomad girl, Nansal, finds a baby dog in the Mongolian veld, who becomes her best friend - against all rejections of her parents. A story about a Mongolian family of nomads - their traditional way of life and the rising call of the City.
http://www.wikidata.org/entity/Q1075645	Living in the guilt of sacrificing his informant in a previous operation, Criminal Intelligence Inspector Don Lee is wary when his superior orders him to send another informant to spy on the criminal operations of Barbarian, a vicious gangster plotting a jewelry heist. He seeks ex-convict Ghost, who agrees to work for Don despite vowing to go straight since he's desperately in need of money to repay a debt and save his sister. Ghost's driving skills help him infiltrate Barbarian's gang and earn his trust, but by feeding information to Don and hooking up with Barbarian's girlfriend Dee, Ghost is pushing himself into a tight and deadly corner...
http://www.wikidata.org/entity/Q220735	Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.
http://www.wikidata.org/entity/Q4188860	A chemical spill has caused the occupants of Beverly Hills to be forcibly evacuated. A retiring football player left behind, finds that the toxic gas emulating from the spill is a bogus front for a heist set up by fired police officers out to plunder the city of all its valuables. Finding himself siding with a corrupt cop who was once apart of the plan until he discovered the city's mayor had just been blown away, by one of the chief crooks in charge. Now both on the run with no help in sight...both must do whatever they can to stop these murderous looters.
http://www.wikidata.org/entity/Q7714833	Spies hold the son of a nuclear physicist (Gene Barry) hostage in exchange for the Los Alamos bomb formula.
http://www.wikidata.org/entity/Q478395	Loner Mark Lewis works at a film studio during the day and, at night, takes racy photographs of women. Also he's making a documentary on fear, which involves recording the reactions of victims as he murders them. He befriends Helen, the daughter of the family living in the apartment below his, and he tells her vaguely about the movie he is making.
http://www.wikidata.org/entity/Q632718	A man is murdered, apparently by one of a group of soldiers just out of the army. But which one? And why?
